DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,PRESC,PRIM,SEC,FORM_PRO,ADULTE,TYPE_ORGNS,RESEAU,SITE_WEB,CD_ORGNS_RESP,NOM_ORGNS_RESP,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,TYPE_CS,NO_TEL
,865194,École Le Rocher,École Le Rocher,"735, rue Du Parchemin",,59015,Saint-Amable,V,J0L1N0,1,1,0,0,0,École,Public,https://lerocher.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.303988,45.647979,Préscolaire - Primaire,Franco,450 655-2693
,865200,École Georges-Étienne-Cartier,École Georges-Étienne-Cartier,"32, rue Marie-Rose",,57075,Saint-Antoine-sur-Richelieu,M,J0L1R0,1,1,0,0,0,École,Public,https://gec.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.175013,45.78052,Préscolaire - Primaire,Franco,450 645-2345
,865210,École Jacques-Rocheleau-St-Basile,École Jacques-Rocheleau-Saint-Basile,"10, rue Préfontaine",,57020,Saint-Basile-le-Grand,V,J3N1L6,1,1,0,0,0,École,Public,https://jacquesrocheleau.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.287184,45.524971,Préscolaire - Primaire,Franco,450 653-4142
,865212,École de la Chanterelle,École de la Chanterelle,"1, rue de la Chanterelle",,57020,Saint-Basile-le-Grand,V,J3N1L1,1,1,0,0,0,École,Public,https://delachanterelle.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.288736,45.514871,Préscolaire - Primaire,Franco,450 461-1425
,865213,École de la Mosaïque,École de la Mosaïque,"105, avenue de Montpellier",,57020,Saint-Basile-le-Grand,V,J3N1C6,1,1,0,0,0,École,Public,https://delamosaique.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.295395,45.531683,Préscolaire - Primaire,Franco,450 441-6719
,865220,École De Montarville,École De Montarville,"1725, rue Montarville",,58037,Saint-Bruno-de-Montarville,V,J3V3V2,1,1,0,0,0,École,Public,https://demontarville.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.338037,45.524112,Préscolaire - Primaire,Franco,450 653-2411
,865222,École orientante l'Impact,École orientante l'Impact,"544, rue Saint-Sacrement",,58033,Boucherville,V,J4B3K9,0,0,1,0,0,École,Public,https://eoi.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.453048,45.61187,Secondaire,Franco,450 655-4521
,865223,École Albert-Schweitzer,École Albert-Schweitzer,"1139, rue Cadieux",,58037,Saint-Bruno-de-Montarville,V,J3V2Z5,1,1,0,0,0,École,Public,https://albertschweitzer.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.358128,45.52691,Préscolaire - Primaire,Franco,450 653-2453
,865224,École Monseigneur-Gilles-Gervais,École Monseigneur-Gilles-Gervais,"1435, rue Châteauguay",,58037,Saint-Bruno-de-Montarville,V,J3V3A9,1,1,0,0,0,École,Public,https://mgrgillesgervais.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.350254,45.522644,Préscolaire - Primaire,Franco,450 653-7610
,865225,École secondaire du Mont-Bruno,École secondaire du Mont-Bruno,"221, boulevard Clairevue Est",,58037,Saint-Bruno-de-Montarville,V,J3V5J3,0,0,1,0,0,École,Public,https://dumontbruno.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.340506,45.534032,Secondaire,Franco,450 653-1541
,865230,École Saint-Charles,École Saint-Charles,"420, chemin des Patriotes",,57057,Saint-Charles-sur-Richelieu,M,J0H2G0,1,1,0,0,0,École,Public,https://saintcharles.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.185969,45.685242,Préscolaire - Primaire,Franco,450 467-0135
,865240,École Saint-Denis,École Saint-Denis,"290, rue du Collège",,57068,Saint-Denis-sur-Richelieu,M,J0H1K0,1,1,0,0,0,École,Public,https://saintdenis.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.157107,45.782023,Préscolaire - Primaire,Franco,450 645-2360
,865245,École de l'Amitié,École de l'Amitié,"3065, rue Bédard",,57033,Saint-Jean-Baptiste,M,J0L2B0,1,1,0,0,0,École,Public,https://delamitie.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.123406,45.519517,Préscolaire - Primaire,Franco,450 467-5870
,865250,École des Trois-Temps,École des Trois-Temps,"103, rue de la Fabrique",,57050,Saint-Marc-sur-Richelieu,M,J0L2E0,1,1,0,0,0,École,Public,https://destroistemps.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.195824,45.678334,Préscolaire - Primaire,Franco,450 467-1921
,865260,École d'éducation internationale,École d'éducation internationale,"720, rue Morin",,57025,McMasterville,V,J3G1H1,0,0,1,0,0,École,Public,https://eei.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.228704,45.548819,Secondaire,Franco,450 467-4222
,865270,École L'Arpège,École L'Arpège,"649, rue Saint-Joseph",,59010,Sainte-Julie,V,J3E1W8,1,1,0,0,0,École,Public,https://larpege.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.340186,45.595142,Préscolaire - Primaire,Franco,450 645-2344
,865271,École Le Rucher,École Le Rucher,"1800, rue Savaria",,59010,Sainte-Julie,V,J3E1J9,1,1,0,0,0,École,Public,https://lerucher.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.347448,45.592362,Préscolaire - Primaire,Franco,450 645-2356
,865272,École Aux-Quatre-Vents,École Aux-Quatre-Vents,"1920, rue Borduas",,59010,Sainte-Julie,V,J3E1A4,1,1,0,0,0,École,Public,https://auxquatrevents.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.339555,45.58248,Préscolaire - Primaire,Franco,450 645-2347
,865273,École Arc-en-ciel,École Arc-en-ciel,"450, rue Charles-De Gaulle",,59010,Sainte-Julie,V,J3E2V6,1,1,0,0,0,École,Public,https://arcenciel.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.322903,45.572,Préscolaire - Primaire,Franco,450 645-2346
,865274,École Du Moulin,École Du Moulin,"1500, rue du Moulin",,59010,Sainte-Julie,V,J3E1P8,1,1,0,0,0,École,Public,https://dumoulin.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.341423,45.601964,Préscolaire - Primaire,Franco,450 645-2352
,865275,École du Grand-Chêne,École du Grand-Chêne,"27, rue du Plateau",,59010,Sainte-Julie,V,J3E2X9,1,1,0,0,0,École,Public,https://dugrandchene.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.328999,45.564711,Préscolaire - Primaire,Franco,450 645-2343
,865276,École secondaire du Grand-Coteau,École secondaire du Grand-Coteau,"2020, rue Borduas",,59010,Sainte-Julie,V,J3E2G2,0,0,1,0,0,École,Public,https://dugrandcoteau.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.34598,45.580987,Secondaire,Franco,450 645-2361
,865277,École du Tourne-Vent,École du Tourne-Vent,"2300, rue de Genève",,59010,Sainte-Julie,V,J3E2J1,1,1,0,0,0,École,Public,https://dutournevent.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.349696,45.580901,Préscolaire - Primaire,Franco,450 645-2353
,865281,École J.-P.-Labarre,École J.-P.-Labarre,"2250, route Marie-Victorin",,59020,Varennes,V,J3X1R4,1,1,0,0,0,École,Public,https://jplabarre.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.437862,45.683332,Préscolaire - Primaire,Franco,450 645-2359
,865282,École les Marguerite,École les Marguerite,"251, rue Beauchamp",,59020,Varennes,V,J3X1E7,1,1,0,0,0,École,Public,https://lesmarguerite.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.427507,45.678542,Préscolaire - Primaire,Franco,450 645-2358
,865283,École La Roseraie,École la Roseraie,"237, rue Mongeau",,59020,Varennes,V,J3X1M6,1,1,0,0,0,École,Public,https://laroseraie.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.414499,45.68131,Préscolaire - Primaire,Franco,450 645-2355
,865284,École de la Source,École de la Source,"239, rue du Fief",,59020,Varennes,V,J3X1Z2,1,1,0,0,0,École,Public,https://delasource.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.42684,45.661186,Préscolaire - Primaire,Franco,450 645-2350
,865285,École secondaire le Carrefour,École secondaire le Carrefour,"123, chemin du Petit-Bois",,59020,Varennes,V,J3X1P7,0,0,1,0,0,École,Public,https://lecarrefour.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.42987,45.670285,Secondaire,Franco,450 645-2363
,865286,École du Carrousel,École du Carrousel,"230, rue Suzor-Côté",,59020,Varennes,V,J3X1L6,1,1,0,0,0,École,Public,https://ducarrousel.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.41972,45.683284,Préscolaire - Primaire,Franco,450 645-2351
,865290,École Ludger-Duvernay,École Ludger-Duvernay,"36, rue Dalpé",,59025,Verchères,M,J0L2R0,1,1,0,0,0,École,Public,https://ludgerduvernay.cssp.gouv.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.357015,45.77217,Préscolaire - Primaire,Franco,450 645-2341
,865331,Centre d'éducation des adultes,Centre d'éducation des adultes des Patriotes,"1430, rue Montarville",,58037,Saint-Bruno-de-Montarville,V,J3V3T5,0,0,0,0,1,Centre éducation aux adultes,Public,https://www.eapatriotes.ca/,865000,Centre de services scolaire des Patriotes,-73.342727,45.529183,Éducation aux adultes,Franco,450 467-6205
,865435,CFP des Patriotes,Centre de formation professionnelle des Patriotes,"2121, rue Darwin",,59010,Sainte-Julie,V,J3E0C9,0,0,0,1,0,Centre de formation professionnelle,Public,https://cfpp.csp.qc.ca/,865000,Centre de services scolaire des Patriotes,-73.305816,45.57618,Formation professionnelle,Franco,450 645-2370
,866001,École Eurêka,École Eurêka,220 rue Yvan-Duquette,,47017,Granby,V,J2H0Y9,1,1,0,0,0,École,Public,https://eureka.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.700966,45.386167,Préscolaire - Primaire,Franco,450 372-9079
,866002,École de l'Assomption,École de l'Assomption,"161, rue Albert",,47017,Granby,V,J2G7C8,1,1,0,0,0,École,Public,https://assomption.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.736515,45.397363,Préscolaire - Primaire,Franco,450 375-1316
,866003,École Ave Maria,École Ave Maria,"475, rue Saint-Vincent",,47017,Granby,V,J2G9B2,1,1,0,0,0,École,Public,https://ave-maria.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.739127,45.388842,Préscolaire - Primaire,Franco,450 378-7925
,866004,École de l'Orée-des-Cantons,École de l'Orée-des-Cantons,"50, rue Young",,47025,Waterloo,V,J0E2N0,1,1,0,0,0,École,Public,https://oree-des-cantons.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.518986,45.345071,Préscolaire - Primaire,Franco,450 539-0522
,866006,École Roxton Pond,École Roxton Pond,"676, rue du Lac",,47047,Roxton Pond,M,J0E1Z0,1,1,0,0,0,École,Public,https://roxtonpond.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.658704,45.474568,Préscolaire - Primaire,Franco,450 372-2723
,866007,École Saint-Jean,École Saint-Jean,"52, boulevard Leclerc Est",,47017,Granby,V,J2G1S6,1,1,0,0,0,École,Public,https://st-jean.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.716297,45.408844,Préscolaire - Primaire,Franco,450 372-7290
,866008,École Saint-André,École Saint-André,"415, rue Calixa-Lavallée",,47017,Granby,V,J2G1C4,1,1,0,0,0,École,Public,https://st-andre.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.729956,45.418098,Préscolaire - Primaire,Franco,450 378-8419
,866010,École Saint-Bernard,École Saint-Bernard,"74, rue Glen",,47017,Granby,V,J2G4K4,1,1,0,0,0,École,Public,https://st-bernard.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.711097,45.392377,Préscolaire - Primaire,Franco,450 372-5655
,866011,École du Phénix,École du Phénix,"460, rue Notre-Dame",,47017,Granby,V,J2G3L8,1,1,0,0,0,École,Public,https://phenix.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.738795,45.40025,Préscolaire - Primaire,Franco,450 375-1155
,866012,École Saint-Joseph,École Saint-Joseph,"254, rue Laurier",,47017,Granby,V,J2G5K8,1,1,0,0,0,École,Public,https://st-joseph.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.728977,45.410208,Préscolaire - Primaire,Franco,450 372-7767
,866014,École de l'Étincelle,École de l'Étincelle,"673, rue Cabana",,47017,Granby,V,J2G1R3,1,1,0,0,0,École,Public,https://etincelle.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.742286,45.412403,Préscolaire - Primaire,Franco,450 378-4260
,866016,École Sainte-Cécile,École Sainte-Cécile,"252, rue Principale",,47055,Sainte-Cécile-de-Milton,M,J0E2C0,1,1,0,0,0,École,Public,https://ste-cecile.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.749572,45.481791,Préscolaire - Primaire,Franco,450 378-2221
,866017,École des Bâtisseurs,École des Bâtisseurs,"1199, rue Simonds Sud",,47017,Granby,V,J2G0B3,1,1,0,0,0,École,Public,https://batisseurs.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.742519,45.374308,Préscolaire - Primaire,Franco,450 378-4417
,866019,École Sainte-Famille,École Sainte-Famille,"100, rue Dufferin",,47017,Granby,V,J2G4W9,1,1,0,0,0,École,Public,https://ste-famille.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.72206,45.402252,Préscolaire - Primaire,Franco,450 378-9330
,866020,École de la Moisson-d'Or,École de la Moisson-d'Or,"309, rue Principale",,47010,Saint-Alphonse-de-Granby,M,J0E2A0,1,1,0,0,0,École,Public,https://moisson-dor.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.807494,45.324745,Préscolaire - Primaire,Franco,450 375-4701
,866022,École Joseph-Poitevin,École Joseph-Poitevin,"831, rue Saint-Hubert",,47017,Granby,V,J2H2K7,1,1,0,0,0,École,Public,https://j-poitevin.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.72755,45.436427,Préscolaire - Primaire,Franco,450 777-3804
,866023,École du Zénith,École du Zénith,"1, rue Laurette-Bellefleur",,47035,Shefford,CT,J2M0E8,1,1,0,0,0,École,Public,https://zenith.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.642299,45.380487,Préscolaire - Primaire,Franco,450 378-8243
,866024,École Centrale,École Centrale,"682, rue Principale",,47040,Saint-Joachim-de-Shefford,M,J0E2G0,1,1,0,0,0,École,Public,https://centrale.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.524923,45.453488,Préscolaire - Primaire,Franco,450 539-1816
,866025,École Saint-Romuald,École Saint-Romuald,"650, rue Yamaska Est",,46112,Farnham,V,J2N1J3,1,1,0,0,0,École,Public,https://st-romuald.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.970829,45.28437,Préscolaire - Primaire,Franco,450 293-3147
,866026,École Saint-Joseph,École Saint-Joseph,"1043, rue Principale",,46100,Notre-Dame-de-Stanbridge,M,J0J1M0,1,1,0,0,0,École,Public,https://nds.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-73.031754,45.171943,Préscolaire - Primaire,Franco,450 296-4325
,866027,École des Perséides,École des Perséides,"180, boulevard Robert",,47017,Granby,V,J2H0R2,1,1,0,0,0,École,Public,https://perseides.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.69929,45.388308,Préscolaire - Primaire,Franco,450 378-3227
,866028,École Notre-Dame-de-Lourdes,École Notre-Dame-de-Lourdes,"390, chemin de l'École",,46017,Saint-Armand,M,J0J1T0,1,1,0,0,0,École,Public,https://nddl.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-73.045092,45.030269,Préscolaire - Primaire,Franco,450 248-2639
,866029,École du Premier-Envol,École du Premier-Envol,"36, rue de l'Église",,46035,Bedford,V,J0J1A0,1,1,0,0,0,École,Public,https://dpe.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.984239,45.122198,Préscolaire - Primaire,Franco,450 248-3364
,866030,École Saint-Jacques,École Saint-Jacques,"250, rue Aikman Est",,46112,Farnham,V,J2N1T2,1,1,0,0,0,École,Public,https://st-jacques.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.978524,45.278062,Préscolaire - Primaire,Franco,450 293-6929
,866032,École Monseigneur-Desranleau,École Monseigneur-Desranleau,"12, rue Marziali",,46035,Bedford,V,J0J1A0,0,1,1,0,0,École,Public,https://mgrdesranleau.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.997106,45.120374,Primaire - Secondaire,Franco,450 248-3385
,866033,École des Colibris,École des Colibris,"186, rue du Nord",,46080,Cowansville,V,J2K2L5,1,1,0,0,0,École,Public,https://colibris.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.741619,45.213519,Préscolaire - Primaire,Franco,450 263-9828
,866034,École des Monarques,École des Monarques,"261, rue du Mont-Shefford",,47017,Granby,V,J2H3J8,1,1,0,0,0,École,Public,https://monarques.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.704767,45.383773,Préscolaire - Primaire,Franco,450 372-3012
,866035,École Monseigneur-Douville,École Monseigneur-Douville,"260, rue Saint-Romuald Sud",,46112,Farnham,V,J2N2P2,0,1,0,0,0,École,Public,https://mgr-douville.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.964052,45.274201,Primaire,Franco,450 293-4280
,866036,École Saint-François-d'Assise,École Saint-François-d'Assise,"11, rue de l'Église",,46010,Frelighsburg,M,J0J1C0,1,1,0,0,0,École,Public,https://st-francois.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.835117,45.055942,Préscolaire - Primaire,Franco,450 298-5292
,866037,École de la Clé-des-Champs,École de la Clé-des-Champs,"3858, rue Principale",,46050,Dunham,V,J0E1M0,1,1,0,0,0,École,Public,https://cle-des-champs.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.801309,45.128795,Préscolaire - Primaire,Franco,450 295-2722
,866039,École Sutton,École Sutton,"19, rue Highland",,46058,Sutton,V,J0E2K0,1,1,0,0,0,École,Public,https://sutton.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.61119,45.108858,Préscolaire - Primaire,Franco,450 538-2318
,866040,École Saint-Édouard,École Saint-Édouard,"376, rue Knowlton",,46075,Lac-Brome,V,J0E1V0,1,1,0,0,0,École,Public,https://st-edouard.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.518102,45.217819,Préscolaire - Primaire,Franco,450 243-6770
,866041,École Saint-Léon,École Saint-Léon,"201, boulevard Davignon",,46080,Cowansville,V,J2K1N7,1,1,0,0,0,École,Public,https://st-leon.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.743858,45.206438,Préscolaire - Primaire,Franco,450 263-5923
,866042,École Curé-A.-Petit,École Curé-A.-Petit,"229, rue Breault",,46080,Cowansville,V,J2K2T3,1,1,0,0,0,École,Public,https://curea-petit.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.747266,45.197393,Préscolaire - Primaire,Franco,450 263-7533
,866043,École Sainte-Thérèse,École Sainte-Thérèse,"201, boulevard Saint-Joseph",,46080,Cowansville,V,J2K1R9,1,1,0,0,0,École,Public,https://ste-therese.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.748809,45.203551,Préscolaire - Primaire,Franco,450 263-5841
,866044,École Saint-Vincent-Ferrier,École Saint-Vincent-Ferrier,"125, rue Adamsville",,46078,Bromont,V,J2L2Y5,1,1,0,0,0,École,Public,https://svf.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.786488,45.274807,Préscolaire - Primaire,Franco,450 263-4224
,866045,École de la Chantignole,École de la Chantignole,"35, chemin  de Gaspé",,46078,Bromont,V,J2L2N7,1,1,0,0,0,École,Public,https://chantignole.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.655472,45.31654,Préscolaire - Primaire,Franco,450 534-3310
,866046,École des Lucioles,École des Lucioles,"791, rue de la Randonnée",,46112,Farnham,V,J2N1Y7,1,1,0,0,0,École,Public,https://lucioles.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.981001,45.27156,Préscolaire - Primaire,Franco,579 209-0236
,866050,École l'Envolée,École l'Envolée,"549, rue Fournier",,47017,Granby,V,J2J2K5,0,0,1,0,0,École,Public,https://lenvolee.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.750654,45.403712,Secondaire,Franco,450 777-7536
,866051,École de la Haute-Ville,École de la Haute-Ville,"150, rue Lansdowne",,47017,Granby,V,J2G4P4,0,0,1,0,0,École,Public,https://hauteville.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.716189,45.40555,Secondaire,Franco,450 372-5454
,866052,École Joseph-Hermas-Leclerc,École Joseph-Hermas-Leclerc,"1111, rue Simonds Sud",,47017,Granby,V,J2G9H7,0,0,1,0,0,École,Public,https://jhl.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.744127,45.37679,Secondaire,Franco,450 378-9981
,866053,École Wilfrid-Léger,École Wilfrid-Léger,"185, rue Lewis Ouest",,47025,Waterloo,V,J0E2N0,0,0,1,0,0,École,Public,https://wl.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.528161,45.342081,Secondaire,Franco,450 539-0910
,866055,École Jean-Jacques-Bertrand,École Jean-Jacques-Bertrand,"255, rue Saint-André Sud",,46112,Farnham,V,J2N2B8,0,0,1,0,0,École,Public,https://jjb.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.977328,45.274978,Secondaire,Franco,450 293-3181
,866057,École Massey-Vanier,École Massey-Vanier,"222, rue Mercier",,46080,Cowansville,V,J2K3R9,0,0,1,0,0,École,Public,https://mv.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.772443,45.207064,Secondaire,Franco,450 263-6660
,866370,Centre régional intégré de formation,Centre régional intégré de formation,"700, rue Denison Ouest",,47017,Granby,V,J2G4G3,0,0,0,0,1,Centre éducation aux adultes,Public,https://crif.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.745186,45.380672,Éducation aux adultes,Franco,450 378-8544
,866371,Campus de Brome-Missisquoi,Campus de Brome-Missisquoi,"180, rue Adélard-Godbout",,46080,Cowansville,V,J2K3X9,0,0,0,0,1,Centre éducation aux adultes,Public,https://cbm.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.771304,45.206764,Éducation aux adultes,Franco,450 263-7901
,866470,Centre régional intégré de formation,Centre régional intégré de formation,"700, rue Denison Ouest",,47017,Granby,V,J2G4G3,0,0,0,1,0,Centre de formation professionnelle,Public,https://crif.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.745186,45.380672,Formation professionnelle,Franco,450 378-8544
,866471,Campus de Brome-Missisquoi,Campus de Brome-Missisquoi,"180, rue Adélard-Godbout",,46080,Cowansville,V,J2K3X9,0,0,0,1,0,Centre de formation professionnelle,Public,https://cbm.cssvdc.gouv.qc.ca/,866000,Centre de services scolaire du Val-des-Cerfs,-72.771304,45.206764,Formation professionnelle,Franco,450 263-7901
,867001,École de la Petite-Gare,École de la Petite-Gare,"650, boulevard de Palerme",,67015,La Prairie,V,J5R6B2,1,1,0,0,0,École,Public,https://www.csdgs.qc.ca/INTERNET/001/index-01.html,867000,Centre de services scolaire des Grandes-Seigneuries,-73.474625,45.401867,Préscolaire - Primaire,Franco,514 380-8899
,867002,École Émilie-Gamelin,École Émilie-Gamelin,"275, boulevard des Mésanges",,67015,La Prairie,V,J5R5Z1,1,1,0,0,0,École,Public,https://www.csdgs.qc.ca/Internet/002/Index.htm,867000,Centre de services scolaire des Grandes-Seigneuries,-73.461432,45.419374,Préscolaire - Primaire,Franco,514 380-8899
,867003,École Notre-Dame-Saint-Joseph,École Notre-Dame-Saint-Joseph,"320, rue Saint-Charles",,67015,La Prairie,V,J5R2N9,1,1,0,0,0,École,Public,https://www.csdgs.qc.ca/internet/003/NDSJC.HTM,867000,Centre de services scolaire des Grandes-Seigneuries,-73.493136,45.416495,Préscolaire - Primaire,Franco,514 380-8899
,867005,École sec. Saint-François-Xavier,École Saint-François-Xavier,"500, boulevard Taschereau",,67015,La Prairie,V,J5R1V1,0,0,1,0,0,École,Public,https://sfx.cssdgs.gouv.qc.ca/,867000,Centre de services scolaire des Grandes-Seigneuries,-73.492665,45.413142,Secondaire,Franco,514 380-8899
,867006,École Jean-XXIII,École Jean-XXIII,"415, rue Longtin",,67015,La Prairie,V,J5R2W3,1,1,0,0,0,École,Public,,867000,Centre de services scolaire des Grandes-Seigneuries,-73.495568,45.412233,Préscolaire - Primaire,Franco,514 380-8899
,867007,École de la Magdeleine,École de la Magdeleine,"1100, boulevard Taschereau",,67015,La Prairie,V,J5R1W8,0,0,1,0,0,École,Public,https://www.csdgs.qc.ca/Internet/007/Index.htm,867000,Centre de services scolaire des Grandes-Seigneuries,-73.502083,45.404112,Secondaire,Franco,514 380-8899
,867012,École Fernand-Seguin,École Fernand-Seguin,"201, boulevard Jean-Leman",,67020,Candiac,V,J5R4V5,0,0,1,0,0,École,Public,https://fernandseguin.cssdgs.gouv.qc.ca/,867000,Centre de services scolaire des Grandes-Seigneuries,-73.505362,45.377029,Secondaire,Franco,514 380-8899
,867013,École Jean-Leman,École Jean-Leman,"4, avenue Champagne",,67020,Candiac,V,J5R4W3,1,1,0,0,0,École,Public,,867000,Centre de services scolaire des Grandes-Seigneuries,-73.508133,45.378289,Préscolaire - Primaire,Franco,514 380-8899
,867014,École Saint-Marc,École Saint-Marc,"30, chemin Haendel",,67020,Candiac,V,J5R1R8,1,1,0,0,0,École,Public,https://www.csdgs.qc.ca/Internet/014/st_marc/index.htm,867000,Centre de services scolaire des Grandes-Seigneuries,-73.519054,45.390832,Préscolaire - Primaire,Franco,514 380-8899
,867015,École Plein-Soleil,École Plein-Soleil,50 ,rue de Toulouse,67020,Candiac,V,J5R0G6,1,1,0,0,0,École,Public,,867000,Centre de services scolaire des Grandes-Seigneuries,-73.481254,45.384497,Préscolaire - Primaire,Franco,514 380-8899
